"uc_id","title","category_id","category_name","subcategory_id","subcategory_name","criticality","difficulty","monitoring_type","splunk_pillar","regulations","app_ta","html_url","json_url"
"UC-10.3.149","Headless Browser Usage","10","Security Infrastructure","10.3","Endpoint Detection & Response (EDR)","high","Sysmon EventID 1, Windows Event Log Security 4688, CrowdStrike ProcessRollup2","['Security']","security","","['N/A']","/uc/UC-10.3.149/","/uc/UC-10.3.149/index.json"
"UC-10.3.15","ASL AWS Disable Bucket Versioning","10","Security Infrastructure","10.3","Endpoint Detection & Response (EDR)","high","ASL AWS CloudTrail","['Security']","security","","['N/A']","/uc/UC-10.3.15/","/uc/UC-10.3.15/index.json"
"UC-10.3.150","Hide User Account From Sign-In Screen","10","Security Infrastructure","10.3","Endpoint Detection & Response (EDR)","high","Sysmon EventID 13","['Security']","security","","['N/A']","/uc/UC-10.3.150/","/uc/UC-10.3.150/index.json"
"UC-10.3.151","Hiding Files And Directories With Attrib exe","10","Security Infrastructure","10.3","Endpoint Detection & Response (EDR)","high","Sysmon EventID 1, Windows Event Log Security 4688, CrowdStrike ProcessRollup2","['Security']","security","","['N/A']","/uc/UC-10.3.151/","/uc/UC-10.3.151/index.json"
"UC-10.3.152","High Process Termination Frequency","10","Security Infrastructure","10.3","Endpoint Detection & Response (EDR)","high","Sysmon EventID 5","['Security']","security","","['N/A']","/uc/UC-10.3.152/","/uc/UC-10.3.152/index.json"
"UC-10.3.153","Java Writing JSP File","10","Security Infrastructure","10.3","Endpoint Detection & Response (EDR)","high","Sysmon for Linux EventID 1 AND Sysmon for Linux EventID 11","['Security']","security","","['N/A']","/uc/UC-10.3.153/","/uc/UC-10.3.153/index.json"
"UC-10.3.154","Jscript Execution Using Cscript App","10","Security Infrastructure","10.3","Endpoint Detection & Response (EDR)","high","Sysmon EventID 1, CrowdStrike ProcessRollup2","['Security']","security","","['N/A']","/uc/UC-10.3.154/","/uc/UC-10.3.154/index.json"
"UC-10.3.155","Kerberos User Enumeration","10","Security Infrastructure","10.3","Endpoint Detection & Response (EDR)","high","Windows Event Log Security 4768","['Security']","security","","['N/A']","/uc/UC-10.3.155/","/uc/UC-10.3.155/index.json"
"UC-10.3.156","Linux Account Manipulation Of SSH Config and Keys","10","Security Infrastructure","10.3","Endpoint Detection & Response (EDR)","high","Sysmon for Linux EventID 11","['Security']","security","","['N/A']","/uc/UC-10.3.156/","/uc/UC-10.3.156/index.json"
"UC-10.3.157","Linux Add Files In Known Crontab Directories","10","Security Infrastructure","10.3","Endpoint Detection & Response (EDR)","high","Sysmon for Linux EventID 11","['Security']","security","","['N/A']","/uc/UC-10.3.157/","/uc/UC-10.3.157/index.json"
"UC-10.3.158","Linux Add User Account","10","Security Infrastructure","10.3","Endpoint Detection & Response (EDR)","high","Sysmon for Linux EventID 1, Cisco Isovalent Process Exec","['Security']","security","","['N/A']","/uc/UC-10.3.158/","/uc/UC-10.3.158/index.json"
"UC-10.3.159","Linux Adding Crontab Using List Parameter","10","Security Infrastructure","10.3","Endpoint Detection & Response (EDR)","high","Sysmon for Linux EventID 1","['Security']","security","","['N/A']","/uc/UC-10.3.159/","/uc/UC-10.3.159/index.json"
"UC-10.3.16","AWS Bedrock Delete GuardRails","10","Security Infrastructure","10.3","Endpoint Detection & Response (EDR)","high","AWS CloudTrail DeleteGuardrail","['Security']","security","","['N/A']","/uc/UC-10.3.16/","/uc/UC-10.3.16/index.json"
"UC-10.3.160","Linux APT Privilege Escalation","10","Security Infrastructure","10.3","Endpoint Detection & Response (EDR)","high","Sysmon for Linux EventID 1, Cisco Isovalent Process Exec","['Security']","security","","['N/A']","/uc/UC-10.3.160/","/uc/UC-10.3.160/index.json"
"UC-10.3.161","Linux At Allow Config File Creation","10","Security Infrastructure","10.3","Endpoint Detection & Response (EDR)","high","Sysmon for Linux EventID 11","['Security']","security","","['N/A']","/uc/UC-10.3.161/","/uc/UC-10.3.161/index.json"
"UC-10.3.162","Linux At Application Execution","10","Security Infrastructure","10.3","Endpoint Detection & Response (EDR)","high","Sysmon for Linux EventID 1","['Security']","security","","['N/A']","/uc/UC-10.3.162/","/uc/UC-10.3.162/index.json"
"UC-10.3.163","Linux Auditd Add User Account","10","Security Infrastructure","10.3","Endpoint Detection & Response (EDR)","high","Linux Auditd Proctitle","['Security']","security","","['N/A']","/uc/UC-10.3.163/","/uc/UC-10.3.163/index.json"
"UC-10.3.164","Linux Auditd At Application Execution","10","Security Infrastructure","10.3","Endpoint Detection & Response (EDR)","high","Linux Auditd Syscall","['Security']","security","","['N/A']","/uc/UC-10.3.164/","/uc/UC-10.3.164/index.json"
"UC-10.3.165","Linux Auditd Change File Owner To Root","10","Security Infrastructure","10.3","Endpoint Detection & Response (EDR)","high","Linux Auditd Proctitle","['Security']","security","","['N/A']","/uc/UC-10.3.165/","/uc/UC-10.3.165/index.json"
"UC-10.3.166","Linux Auditd Data Destruction Command","10","Security Infrastructure","10.3","Endpoint Detection & Response (EDR)","high","Linux Auditd Proctitle","['Security']","security","","['N/A']","/uc/UC-10.3.166/","/uc/UC-10.3.166/index.json"
"UC-10.3.167","Linux Auditd Hardware Addition Swapoff","10","Security Infrastructure","10.3","Endpoint Detection & Response (EDR)","high","Linux Auditd Execve","['Security']","security","","['N/A']","/uc/UC-10.3.167/","/uc/UC-10.3.167/index.json"
"UC-10.3.168","Linux Auditd Hidden Files And Directories Creation","10","Security Infrastructure","10.3","Endpoint Detection & Response (EDR)","high","Linux Auditd Execve","['Security']","security","","['N/A']","/uc/UC-10.3.168/","/uc/UC-10.3.168/index.json"
"UC-10.3.169","Linux Auditd Preload Hijack Library Calls","10","Security Infrastructure","10.3","Endpoint Detection & Response (EDR)","high","Linux Auditd Execve","['Security']","security","","['N/A']","/uc/UC-10.3.169/","/uc/UC-10.3.169/index.json"
"UC-10.3.17","AWS Bedrock Delete Knowledge Base","10","Security Infrastructure","10.3","Endpoint Detection & Response (EDR)","high","AWS CloudTrail DeleteKnowledgeBase","['Security']","security","","['N/A']","/uc/UC-10.3.17/","/uc/UC-10.3.17/index.json"
"UC-10.3.170","Linux Auditd Shred Overwrite Command","10","Security Infrastructure","10.3","Endpoint Detection & Response (EDR)","high","Linux Auditd Proctitle","['Security']","security","","['N/A']","/uc/UC-10.3.170/","/uc/UC-10.3.170/index.json"
"UC-10.3.171","Linux Auditd Stop Services","10","Security Infrastructure","10.3","Endpoint Detection & Response (EDR)","high","Linux Auditd Service Stop","['Security']","security","","['N/A']","/uc/UC-10.3.171/","/uc/UC-10.3.171/index.json"
"UC-10.3.172","Linux AWK Privilege Escalation","10","Security Infrastructure","10.3","Endpoint Detection & Response (EDR)","high","Sysmon for Linux EventID 1","['Security']","security","","['N/A']","/uc/UC-10.3.172/","/uc/UC-10.3.172/index.json"
"UC-10.3.173","Linux Busybox Privilege Escalation","10","Security Infrastructure","10.3","Endpoint Detection & Response (EDR)","high","Sysmon for Linux EventID 1","['Security']","security","","['N/A']","/uc/UC-10.3.173/","/uc/UC-10.3.173/index.json"
"UC-10.3.174","Linux c89 Privilege Escalation","10","Security Infrastructure","10.3","Endpoint Detection & Response (EDR)","high","Sysmon for Linux EventID 1","['Security']","security","","['N/A']","/uc/UC-10.3.174/","/uc/UC-10.3.174/index.json"
"UC-10.3.175","Linux c99 Privilege Escalation","10","Security Infrastructure","10.3","Endpoint Detection & Response (EDR)","high","Sysmon for Linux EventID 1","['Security']","security","","['N/A']","/uc/UC-10.3.175/","/uc/UC-10.3.175/index.json"
"UC-10.3.176","Linux Change File Owner To Root","10","Security Infrastructure","10.3","Endpoint Detection & Response (EDR)","high","Sysmon for Linux EventID 1","['Security']","security","","['N/A']","/uc/UC-10.3.176/","/uc/UC-10.3.176/index.json"
"UC-10.3.177","Linux Clipboard Data Copy","10","Security Infrastructure","10.3","Endpoint Detection & Response (EDR)","high","Sysmon for Linux EventID 1","['Security']","security","","['N/A']","/uc/UC-10.3.177/","/uc/UC-10.3.177/index.json"
"UC-10.3.178","Linux Common Process For Elevation Control","10","Security Infrastructure","10.3","Endpoint Detection & Response (EDR)","high","Sysmon for Linux EventID 1","['Security']","security","","['N/A']","/uc/UC-10.3.178/","/uc/UC-10.3.178/index.json"
"UC-10.3.179","Linux Composer Privilege Escalation","10","Security Infrastructure","10.3","Endpoint Detection & Response (EDR)","high","Sysmon for Linux EventID 1","['Security']","security","","['N/A']","/uc/UC-10.3.179/","/uc/UC-10.3.179/index.json"
"UC-10.3.18","AWS Bedrock Delete Model Invocation Logging Configuration","10","Security Infrastructure","10.3","Endpoint Detection & Response (EDR)","high","AWS CloudTrail DeleteModelInvocationLoggingConfiguration","['Security']","security","","['N/A']","/uc/UC-10.3.18/","/uc/UC-10.3.18/index.json"
"UC-10.3.180","Linux Cpulimit Privilege Escalation","10","Security Infrastructure","10.3","Endpoint Detection & Response (EDR)","high","Sysmon for Linux EventID 1","['Security']","security","","['N/A']","/uc/UC-10.3.180/","/uc/UC-10.3.180/index.json"
"UC-10.3.181","Linux Csvtool Privilege Escalation","10","Security Infrastructure","10.3","Endpoint Detection & Response (EDR)","high","Sysmon for Linux EventID 1","['Security']","security","","['N/A']","/uc/UC-10.3.181/","/uc/UC-10.3.181/index.json"
"UC-10.3.182","Linux Curl Upload File","10","Security Infrastructure","10.3","Endpoint Detection & Response (EDR)","high","Sysmon for Linux EventID 1, Cisco Isovalent Process Exec","['Security']","security","","['N/A']","/uc/UC-10.3.182/","/uc/UC-10.3.182/index.json"
"UC-10.3.183","Linux Data Destruction Command","10","Security Infrastructure","10.3","Endpoint Detection & Response (EDR)","high","Sysmon for Linux EventID 1","['Security']","security","","['N/A']","/uc/UC-10.3.183/","/uc/UC-10.3.183/index.json"
"UC-10.3.184","Linux DD File Overwrite","10","Security Infrastructure","10.3","Endpoint Detection & Response (EDR)","high","Sysmon for Linux EventID 1","['Security']","security","","['N/A']","/uc/UC-10.3.184/","/uc/UC-10.3.184/index.json"
"UC-10.3.185","Linux Decode Base64 to Shell","10","Security Infrastructure","10.3","Endpoint Detection & Response (EDR)","high","Sysmon for Linux EventID 1, Cisco Isovalent Process Exec","['Security']","security","","['N/A']","/uc/UC-10.3.185/","/uc/UC-10.3.185/index.json"
"UC-10.3.186","Linux Deleting Critical Directory Using RM Command","10","Security Infrastructure","10.3","Endpoint Detection & Response (EDR)","high","Sysmon for Linux EventID 1","['Security']","security","","['N/A']","/uc/UC-10.3.186/","/uc/UC-10.3.186/index.json"
"UC-10.3.187","Linux Deletion Of Cron Jobs","10","Security Infrastructure","10.3","Endpoint Detection & Response (EDR)","high","Sysmon for Linux EventID 11","['Security']","security","","['N/A']","/uc/UC-10.3.187/","/uc/UC-10.3.187/index.json"
"UC-10.3.188","Linux Disable Services","10","Security Infrastructure","10.3","Endpoint Detection & Response (EDR)","high","Sysmon for Linux EventID 1","['Security']","security","","['N/A']","/uc/UC-10.3.188/","/uc/UC-10.3.188/index.json"
"UC-10.3.189","Linux Doas Conf File Creation","10","Security Infrastructure","10.3","Endpoint Detection & Response (EDR)","high","Sysmon for Linux EventID 11","['Security']","security","","['N/A']","/uc/UC-10.3.189/","/uc/UC-10.3.189/index.json"
"UC-10.3.19","AWS Bedrock High Number List Foundation Model Failures","10","Security Infrastructure","10.3","Endpoint Detection & Response (EDR)","high","AWS CloudTrail","['Security']","security","","['N/A']","/uc/UC-10.3.19/","/uc/UC-10.3.19/index.json"
"UC-10.3.190","Linux Doas Tool Execution","10","Security Infrastructure","10.3","Endpoint Detection & Response (EDR)","high","Sysmon for Linux EventID 1","['Security']","security","","['N/A']","/uc/UC-10.3.190/","/uc/UC-10.3.190/index.json"
"UC-10.3.191","Linux Docker Privilege Escalation","10","Security Infrastructure","10.3","Endpoint Detection & Response (EDR)","high","Sysmon for Linux EventID 1","['Security']","security","","['N/A']","/uc/UC-10.3.191/","/uc/UC-10.3.191/index.json"
"UC-10.3.192","Linux Emacs Privilege Escalation","10","Security Infrastructure","10.3","Endpoint Detection & Response (EDR)","high","Sysmon for Linux EventID 1","['Security']","security","","['N/A']","/uc/UC-10.3.192/","/uc/UC-10.3.192/index.json"
"UC-10.3.193","Linux File Creation In Init Boot Directory","10","Security Infrastructure","10.3","Endpoint Detection & Response (EDR)","high","Sysmon for Linux EventID 11","['Security']","security","","['N/A']","/uc/UC-10.3.193/","/uc/UC-10.3.193/index.json"
"UC-10.3.194","Linux Find Privilege Escalation","10","Security Infrastructure","10.3","Endpoint Detection & Response (EDR)","high","Sysmon for Linux EventID 1","['Security']","security","","['N/A']","/uc/UC-10.3.194/","/uc/UC-10.3.194/index.json"
"UC-10.3.195","Linux GDB Privilege Escalation","10","Security Infrastructure","10.3","Endpoint Detection & Response (EDR)","high","Sysmon for Linux EventID 1","['Security']","security","","['N/A']","/uc/UC-10.3.195/","/uc/UC-10.3.195/index.json"
"UC-10.3.196","Linux Gdrive Binary Activity","10","Security Infrastructure","10.3","Endpoint Detection & Response (EDR)","high","Sysmon for Linux EventID 1","['Security']","security","","['N/A']","/uc/UC-10.3.196/","/uc/UC-10.3.196/index.json"
"UC-10.3.197","Linux Gem Privilege Escalation","10","Security Infrastructure","10.3","Endpoint Detection & Response (EDR)","high","Sysmon for Linux EventID 1","['Security']","security","","['N/A']","/uc/UC-10.3.197/","/uc/UC-10.3.197/index.json"
"UC-10.3.198","Linux GNU Awk Privilege Escalation","10","Security Infrastructure","10.3","Endpoint Detection & Response (EDR)","high","Sysmon for Linux EventID 1","['Security']","security","","['N/A']","/uc/UC-10.3.198/","/uc/UC-10.3.198/index.json"
"UC-10.3.199","Linux Hardware Addition SwapOff","10","Security Infrastructure","10.3","Endpoint Detection & Response (EDR)","high","Sysmon for Linux EventID 1","['Security']","security","","['N/A']","/uc/UC-10.3.199/","/uc/UC-10.3.199/index.json"
"UC-10.3.2","Quarantine Action Monitoring","10","Security Infrastructure","10.3","Endpoint Detection & Response (EDR)","high","EDR remediation/action logs","['Security']","security","","['Endpoint']","/uc/UC-10.3.2/","/uc/UC-10.3.2/index.json"
"UC-10.3.20","AWS Bedrock Invoke Model Access Denied","10","Security Infrastructure","10.3","Endpoint Detection & Response (EDR)","high","AWS CloudTrail","['Security']","security","","['N/A']","/uc/UC-10.3.20/","/uc/UC-10.3.20/index.json"
"UC-10.3.200","Linux High Frequency Of File Deletion In Boot Folder","10","Security Infrastructure","10.3","Endpoint Detection & Response (EDR)","high","Sysmon for Linux EventID 11","['Security']","security","","['N/A']","/uc/UC-10.3.200/","/uc/UC-10.3.200/index.json"
"UC-10.3.201","Linux High Frequency Of File Deletion In Etc Folder","10","Security Infrastructure","10.3","Endpoint Detection & Response (EDR)","high","Sysmon for Linux EventID 11","['Security']","security","","['N/A']","/uc/UC-10.3.201/","/uc/UC-10.3.201/index.json"
"UC-10.3.202","Linux Indicator Removal Clear Cache","10","Security Infrastructure","10.3","Endpoint Detection & Response (EDR)","high","Sysmon for Linux EventID 1","['Security']","security","","['N/A']","/uc/UC-10.3.202/","/uc/UC-10.3.202/index.json"
"UC-10.3.203","Linux Indicator Removal Service File Deletion","10","Security Infrastructure","10.3","Endpoint Detection & Response (EDR)","high","Sysmon for Linux EventID 1","['Security']","security","","['N/A']","/uc/UC-10.3.203/","/uc/UC-10.3.203/index.json"
"UC-10.3.204","Linux Ingress Tool Transfer Hunting","10","Security Infrastructure","10.3","Endpoint Detection & Response (EDR)","high","Sysmon for Linux EventID 1","['Security']","security","","['N/A']","/uc/UC-10.3.204/","/uc/UC-10.3.204/index.json"
"UC-10.3.205","Linux Ingress Tool Transfer with Curl","10","Security Infrastructure","10.3","Endpoint Detection & Response (EDR)","high","Sysmon for Linux EventID 1","['Security']","security","","['N/A']","/uc/UC-10.3.205/","/uc/UC-10.3.205/index.json"
"UC-10.3.206","Linux Insert Kernel Module Using Insmod Utility","10","Security Infrastructure","10.3","Endpoint Detection & Response (EDR)","high","Sysmon for Linux EventID 1","['Security']","security","","['N/A']","/uc/UC-10.3.206/","/uc/UC-10.3.206/index.json"
"UC-10.3.207","Linux Install Kernel Module Using Modprobe Utility","10","Security Infrastructure","10.3","Endpoint Detection & Response (EDR)","high","Sysmon for Linux EventID 1","['Security']","security","","['N/A']","/uc/UC-10.3.207/","/uc/UC-10.3.207/index.json"
"UC-10.3.208","Linux Kernel Module Enumeration","10","Security Infrastructure","10.3","Endpoint Detection & Response (EDR)","high","Sysmon for Linux EventID 1","['Security']","security","","['N/A']","/uc/UC-10.3.208/","/uc/UC-10.3.208/index.json"
"UC-10.3.209","Linux Kworker Process In Writable Process Path","10","Security Infrastructure","10.3","Endpoint Detection & Response (EDR)","high","Sysmon for Linux EventID 1","['Security']","security","","['N/A']","/uc/UC-10.3.209/","/uc/UC-10.3.209/index.json"
"UC-10.3.21","AWS Disable Bucket Versioning","10","Security Infrastructure","10.3","Endpoint Detection & Response (EDR)","high","AWS CloudTrail PutBucketVersioning","['Security']","security","","['N/A']","/uc/UC-10.3.21/","/uc/UC-10.3.21/index.json"
"UC-10.3.210","Linux Make Privilege Escalation","10","Security Infrastructure","10.3","Endpoint Detection & Response (EDR)","high","Sysmon for Linux EventID 1","['Security']","security","","['N/A']","/uc/UC-10.3.210/","/uc/UC-10.3.210/index.json"
"UC-10.3.211","Linux MySQL Privilege Escalation","10","Security Infrastructure","10.3","Endpoint Detection & Response (EDR)","high","Sysmon for Linux EventID 1","['Security']","security","","['N/A']","/uc/UC-10.3.211/","/uc/UC-10.3.211/index.json"
"UC-10.3.212","Linux Ngrok Reverse Proxy Usage","10","Security Infrastructure","10.3","Endpoint Detection & Response (EDR)","high","Sysmon for Linux EventID 1","['Security']","security","","['N/A']","/uc/UC-10.3.212/","/uc/UC-10.3.212/index.json"
"UC-10.3.213","Linux Node Privilege Escalation","10","Security Infrastructure","10.3","Endpoint Detection & Response (EDR)","high","Sysmon for Linux EventID 1","['Security']","security","","['N/A']","/uc/UC-10.3.213/","/uc/UC-10.3.213/index.json"
"UC-10.3.214","Linux NOPASSWD Entry In Sudoers File","10","Security Infrastructure","10.3","Endpoint Detection & Response (EDR)","high","Sysmon for Linux EventID 1","['Security']","security","","['N/A']","/uc/UC-10.3.214/","/uc/UC-10.3.214/index.json"
"UC-10.3.215","Linux Obfuscated Files or Information Base64 Decode","10","Security Infrastructure","10.3","Endpoint Detection & Response (EDR)","high","Sysmon for Linux EventID 1","['Security']","security","","['N/A']","/uc/UC-10.3.215/","/uc/UC-10.3.215/index.json"
"UC-10.3.216","Linux Octave Privilege Escalation","10","Security Infrastructure","10.3","Endpoint Detection & Response (EDR)","high","Sysmon for Linux EventID 1","['Security']","security","","['N/A']","/uc/UC-10.3.216/","/uc/UC-10.3.216/index.json"
"UC-10.3.217","Linux OpenVPN Privilege Escalation","10","Security Infrastructure","10.3","Endpoint Detection & Response (EDR)","high","Sysmon for Linux EventID 1","['Security']","security","","['N/A']","/uc/UC-10.3.217/","/uc/UC-10.3.217/index.json"
"UC-10.3.218","Linux PHP Privilege Escalation","10","Security Infrastructure","10.3","Endpoint Detection & Response (EDR)","high","Sysmon for Linux EventID 1","['Security']","security","","['N/A']","/uc/UC-10.3.218/","/uc/UC-10.3.218/index.json"
"UC-10.3.219","Linux Possible Access Or Modification Of sshd Config File","10","Security Infrastructure","10.3","Endpoint Detection & Response (EDR)","high","Sysmon for Linux EventID 1","['Security']","security","","['N/A']","/uc/UC-10.3.219/","/uc/UC-10.3.219/index.json"
"UC-10.3.22","Cloud API Calls From Previously Unseen User Roles","10","Security Infrastructure","10.3","Endpoint Detection & Response (EDR)","high","AWS CloudTrail","['Security']","security","","['N/A']","/uc/UC-10.3.22/","/uc/UC-10.3.22/index.json"
"UC-10.3.220","Linux Possible Access To Credential Files","10","Security Infrastructure","10.3","Endpoint Detection & Response (EDR)","high","Sysmon for Linux EventID 1","['Security']","security","","['N/A']","/uc/UC-10.3.220/","/uc/UC-10.3.220/index.json"
"UC-10.3.221","Linux Possible Access To Sudoers File","10","Security Infrastructure","10.3","Endpoint Detection & Response (EDR)","high","Sysmon for Linux EventID 1","['Security']","security","","['N/A']","/uc/UC-10.3.221/","/uc/UC-10.3.221/index.json"
"UC-10.3.222","Linux Possible Append Command To At Allow Config File","10","Security Infrastructure","10.3","Endpoint Detection & Response (EDR)","high","Sysmon for Linux EventID 1","['Security']","security","","['N/A']","/uc/UC-10.3.222/","/uc/UC-10.3.222/index.json"
"UC-10.3.223","Linux Possible Append Command To Profile Config File","10","Security Infrastructure","10.3","Endpoint Detection & Response (EDR)","high","Sysmon for Linux EventID 1","['Security']","security","","['N/A']","/uc/UC-10.3.223/","/uc/UC-10.3.223/index.json"
"UC-10.3.224","Linux Possible Append Cronjob Entry on Existing Cronjob File","10","Security Infrastructure","10.3","Endpoint Detection & Response (EDR)","high","Sysmon for Linux EventID 1","['Security']","security","","['N/A']","/uc/UC-10.3.224/","/uc/UC-10.3.224/index.json"
"UC-10.3.225","Linux Preload Hijack Library Calls","10","Security Infrastructure","10.3","Endpoint Detection & Response (EDR)","high","Sysmon for Linux EventID 1","['Security']","security","","['N/A']","/uc/UC-10.3.225/","/uc/UC-10.3.225/index.json"
"UC-10.3.226","Linux Proxy Socks Curl","10","Security Infrastructure","10.3","Endpoint Detection & Response (EDR)","high","Sysmon for Linux EventID 1","['Security']","security","","['N/A']","/uc/UC-10.3.226/","/uc/UC-10.3.226/index.json"
"UC-10.3.227","Linux Puppet Privilege Escalation","10","Security Infrastructure","10.3","Endpoint Detection & Response (EDR)","high","Sysmon for Linux EventID 1","['Security']","security","","['N/A']","/uc/UC-10.3.227/","/uc/UC-10.3.227/index.json"
"UC-10.3.228","Linux RPM Privilege Escalation","10","Security Infrastructure","10.3","Endpoint Detection & Response (EDR)","high","Sysmon for Linux EventID 1","['Security']","security","","['N/A']","/uc/UC-10.3.228/","/uc/UC-10.3.228/index.json"
"UC-10.3.229","Linux Ruby Privilege Escalation","10","Security Infrastructure","10.3","Endpoint Detection & Response (EDR)","high","Sysmon for Linux EventID 1","['Security']","security","","['N/A']","/uc/UC-10.3.229/","/uc/UC-10.3.229/index.json"
"UC-10.3.23","Detect Spike in AWS Security Hub Alerts for EC2 Instance","10","Security Infrastructure","10.3","Endpoint Detection & Response (EDR)","high","AWS Security Hub","['Security']","security","","['N/A']","/uc/UC-10.3.23/","/uc/UC-10.3.23/index.json"
"UC-10.3.230","Linux Service File Created In Systemd Directory","10","Security Infrastructure","10.3","Endpoint Detection & Response (EDR)","high","Sysmon for Linux EventID 11","['Security']","security","","['N/A']","/uc/UC-10.3.230/","/uc/UC-10.3.230/index.json"
"UC-10.3.231","Linux Service Restarted","10","Security Infrastructure","10.3","Endpoint Detection & Response (EDR)","high","Sysmon for Linux EventID 1","['Security']","security","","['N/A']","/uc/UC-10.3.231/","/uc/UC-10.3.231/index.json"
"UC-10.3.232","Linux Service Started Or Enabled","10","Security Infrastructure","10.3","Endpoint Detection & Response (EDR)","high","Sysmon for Linux EventID 1","['Security']","security","","['N/A']","/uc/UC-10.3.232/","/uc/UC-10.3.232/index.json"
"UC-10.3.233","Linux Setuid Using Chmod Utility","10","Security Infrastructure","10.3","Endpoint Detection & Response (EDR)","high","Sysmon for Linux EventID 1","['Security']","security","","['N/A']","/uc/UC-10.3.233/","/uc/UC-10.3.233/index.json"
"UC-10.3.234","Linux Setuid Using Setcap Utility","10","Security Infrastructure","10.3","Endpoint Detection & Response (EDR)","high","Sysmon for Linux EventID 1","['Security']","security","","['N/A']","/uc/UC-10.3.234/","/uc/UC-10.3.234/index.json"
"UC-10.3.235","Linux Shred Overwrite Command","10","Security Infrastructure","10.3","Endpoint Detection & Response (EDR)","high","Sysmon for Linux EventID 1","['Security']","security","","['N/A']","/uc/UC-10.3.235/","/uc/UC-10.3.235/index.json"
"UC-10.3.236","Linux Sqlite3 Privilege Escalation","10","Security Infrastructure","10.3","Endpoint Detection & Response (EDR)","high","Sysmon for Linux EventID 1","['Security']","security","","['N/A']","/uc/UC-10.3.236/","/uc/UC-10.3.236/index.json"
"UC-10.3.237","Linux SSH Authorized Keys Modification","10","Security Infrastructure","10.3","Endpoint Detection & Response (EDR)","high","Sysmon for Linux EventID 1","['Security']","security","","['N/A']","/uc/UC-10.3.237/","/uc/UC-10.3.237/index.json"
"UC-10.3.238","Linux Stop Services","10","Security Infrastructure","10.3","Endpoint Detection & Response (EDR)","high","Sysmon for Linux EventID 1","['Security']","security","","['N/A']","/uc/UC-10.3.238/","/uc/UC-10.3.238/index.json"
"UC-10.3.239","Linux Sudo OR Su Execution","10","Security Infrastructure","10.3","Endpoint Detection & Response (EDR)","high","Sysmon for Linux EventID 1","['Security']","security","","['N/A']","/uc/UC-10.3.239/","/uc/UC-10.3.239/index.json"
"UC-10.3.24","7zip CommandLine To SMB Share Path","10","Security Infrastructure","10.3","Endpoint Detection & Response (EDR)","high","Sysmon EventID 1, Windows Event Log Security 4688, CrowdStrike ProcessRollup2","['Security']","security","","['N/A']","/uc/UC-10.3.24/","/uc/UC-10.3.24/index.json"
"UC-10.3.240","Linux System Reboot Via System Request Key","10","Security Infrastructure","10.3","Endpoint Detection & Response (EDR)","high","Sysmon for Linux EventID 1","['Security']","security","","['N/A']","/uc/UC-10.3.240/","/uc/UC-10.3.240/index.json"
"UC-10.3.241","Linux Unix Shell Enable All SysRq Functions","10","Security Infrastructure","10.3","Endpoint Detection & Response (EDR)","high","Sysmon for Linux EventID 1","['Security']","security","","['N/A']","/uc/UC-10.3.241/","/uc/UC-10.3.241/index.json"
"UC-10.3.242","Linux Visudo Utility Execution","10","Security Infrastructure","10.3","Endpoint Detection & Response (EDR)","high","Sysmon for Linux EventID 1","['Security']","security","","['N/A']","/uc/UC-10.3.242/","/uc/UC-10.3.242/index.json"
"UC-10.3.243","Local Account Discovery With Wmic","10","Security Infrastructure","10.3","Endpoint Detection & Response (EDR)","high","Sysmon EventID 1, Windows Event Log Security 4688, CrowdStrike ProcessRollup2","['Security']","security","","['N/A']","/uc/UC-10.3.243/","/uc/UC-10.3.243/index.json"
"UC-10.3.244","Logon Script Event Trigger Execution","10","Security Infrastructure","10.3","Endpoint Detection & Response (EDR)","high","Sysmon EventID 13","['Security']","security","","['N/A']","/uc/UC-10.3.244/","/uc/UC-10.3.244/index.json"
"UC-10.3.245","MacOS - Re-opened Applications","10","Security Infrastructure","10.3","Endpoint Detection & Response (EDR)","high","Sysmon EventID 1","['Security']","security","","['N/A']","/uc/UC-10.3.245/","/uc/UC-10.3.245/index.json"
"UC-10.3.246","Malicious InProcServer32 Modification","10","Security Infrastructure","10.3","Endpoint Detection & Response (EDR)","high","Sysmon EventID 12, Sysmon EventID 13","['Security']","security","","['N/A']","/uc/UC-10.3.246/","/uc/UC-10.3.246/index.json"
"UC-10.3.247","Malicious PowerShell Process - Encoded Command","10","Security Infrastructure","10.3","Endpoint Detection & Response (EDR)","high","Sysmon EventID 1, Windows Event Log Security 4688, CrowdStrike ProcessRollup2","['Security']","security","","['N/A']","/uc/UC-10.3.247/","/uc/UC-10.3.247/index.json"
"UC-10.3.248","Malicious PowerShell Process - Execution Policy Bypass","10","Security Infrastructure","10.3","Endpoint Detection & Response (EDR)","high","Sysmon EventID 1, Windows Event Log Security 4688, CrowdStrike ProcessRollup2","['Security']","security","","['N/A']","/uc/UC-10.3.248/","/uc/UC-10.3.248/index.json"
"UC-10.3.249","Malicious PowerShell Process With Obfuscation Techniques","10","Security Infrastructure","10.3","Endpoint Detection & Response (EDR)","high","Sysmon EventID 1","['Security']","security","","['N/A']","/uc/UC-10.3.249/","/uc/UC-10.3.249/index.json"
"UC-10.3.25","Active Setup Registry Autostart","10","Security Infrastructure","10.3","Endpoint Detection & Response (EDR)","high","Sysmon EventID 13","['Security']","security","","['N/A']","/uc/UC-10.3.25/","/uc/UC-10.3.25/index.json"
